Price,Close,High,Low,Open,Volume
Ticker,AUDUSD=X,AUDUSD=X,AUDUSD=X,AUDUSD=X,AUDUSD=X
Datetime,,,,,
2024-12-18 00:00:00+00:00,0.6339007856,0.6339470031,0.6338706733999999,0.633926511,0
2024-12-18 00:01:00+00:00,0.6338750602,0.6339212777,0.6338449479999999,0.6339007856,0
2024-12-18 00:02:00+00:00,0.6338493348,0.633994818,0.63369751,0.6338750602,0
2024-12-18 00:03:00+00:00,0.6338236094,0.6338698269,0.6337934972,0.6338493348,0
2024-12-18 00:04:00+00:00,0.633797884,0.6338441015,0.6337677718,0.6338236094,0
2024-12-18 00:05:00+00:00,0.6338428978,0.633910412,0.6338428978,0.633874238,0
2024-12-18 00:06:00+00:00,0.6338115576,0.6338790718,0.6338115576,0.6338428978,0
2024-12-18 00:07:00+00:00,0.6337802174,0.633994818,0.633717537,0.6338115576,0
2024-12-18 00:08:00+00:00,0.6337488772,0.6338163914,0.6337488772,0.6337802174,0
2024-12-18 00:09:00+00:00,0.633717537,0.6337850512,0.633717537,0.6337488772,0
2024-12-18 00:10:00+00:00,0.633777797,0.6338272092,0.6337717709,0.633789837,0
2024-12-18 00:11:00+00:00,0.633765757,0.6338151692,0.6337597309,0.633777797,0
2024-12-18 00:12:00+00:00,0.6337537169999999,0.633914411,0.63370955,0.633765757,0
2024-12-18 00:13:00+00:00,0.633741677,0.6337910891999999,0.6337356509,0.6337537169999999,0
2024-12-18 00:14:00+00:00,0.633729637,0.6337790491999999,0.6337236109,0.633741677,0
2024-12-18 00:15:00+00:00,0.6338228226,0.6338461162,0.6338023305,0.633834064,0
2024-12-18 00:16:00+00:00,0.6338115812,0.6338348748,0.6337910891,0.6338228226,0
2024-12-18 00:17:00+00:00,0.6338003398,0.633874238,0.63370955,0.6338115812,0
2024-12-18 00:18:00+00:00,0.6337890984,0.633812392,0.6337686063,0.6338003398,0
2024-12-18 00:19:00+00:00,0.633777857,0.6338011506,0.6337573649,0.6337890984,0
2024-12-18 00:20:00+00:00,0.633865404,0.633914411,0.6338557839000001,0.633914411,0
2024-12-18 00:21:00+00:00,0.633816397,0.633865404,0.6338067769000001,0.633865404,0
2024-12-18 00:22:00+00:00,0.6337673899999999,0.633914411,0.633637309,0.633816397,0
2024-12-18 00:23:00+00:00,0.6337183829999999,0.6337673899999999,0.6337087629,0.6337673899999999,0
2024-12-18 00:24:00+00:00,0.633669376,0.6337183829999999,0.6336597559,0.6337183829999999,0
2024-12-18 00:25:00+00:00,0.6337103606000001,0.633753717,0.6337103606000001,0.633753717,0
2024-12-18 00:26:00+00:00,0.6336670042,0.6337103606000001,0.6336670042,0.6337103606000001,0
2024-12-18 00:27:00+00:00,0.6336236478,0.633753717,0.633536935,0.6336670042,0
2024-12-18 00:28:00+00:00,0.6335802913999999,0.6336236478,0.6335802913999999,0.6336236478,0
2024-12-18 00:29:00+00:00,0.633536935,0.6335802913999999,0.633536935,0.6335802913999999,0
2024-12-18 00:30:00+00:00,0.6335554004,0.6335807027,0.633536935,0.633536935,0
2024-12-18 00:31:00+00:00,0.6335738658,0.6335991680999999,0.6335554004,0.6335554004,0
2024-12-18 00:32:00+00:00,0.6335923312,0.633713603,0.633536935,0.6335738658,0
2024-12-18 00:33:00+00:00,0.6336107966,0.6336360988999999,0.6335923312,0.6335923312,0
2024-12-18 00:34:00+00:00,0.633629262,0.6336545643,0.6336107966,0.6336107966,0
2024-12-18 00:35:00+00:00,0.6337224008000001,0.633753717,0.6337019264000001,0.633753717,0
2024-12-18 00:36:00+00:00,0.6336910846,0.6337224008000001,0.6336706102,0.6337224008000001,0
2024-12-18 00:37:00+00:00,0.6336597684,0.633753717,0.633528888,0.6336910846,0
2024-12-18 00:38:00+00:00,0.6336284522,0.6336597684,0.6336079778,0.6336597684,0
2024-12-18 00:39:00+00:00,0.633597136,0.6336284522,0.6335766616,0.6336284522,0
2024-12-18 00:40:00+00:00,0.633571422,0.6335726202,0.6335328759000001,0.633556962,0
2024-12-18 00:41:00+00:00,0.633585882,0.6335870802,0.6335473359000001,0.633571422,0
2024-12-18 00:42:00+00:00,0.633600342,0.633633256,0.633476675,0.633585882,0
2024-12-18 00:43:00+00:00,0.633614802,0.6336160002,0.6335762559,0.633600342,0
2024-12-18 00:44:00+00:00,0.633629262,0.6336304602,0.6335907159,0.633614802,0
2024-12-18 00:45:00+00:00,0.6336887002,0.633713603,0.6336670279,0.633713603,0
2024-12-18 00:46:00+00:00,0.6336637974,0.6336887002,0.6336421251,0.6336887002,0
2024-12-18 00:47:00+00:00,0.6336388946,0.633713603,0.633516848,0.6336637974,0
2024-12-18 00:48:00+00:00,0.6336139918,0.6336388946,0.6335923195,0.6336388946,0
2024-12-18 00:49:00+00:00,0.633589089,0.6336139918,0.6335674166999999,0.6336139918,0
2024-12-18 00:50:00+00:00,0.6335586074,0.6336405041,0.6335586074,0.633609176,0
2024-12-18 00:51:00+00:00,0.6335080388000001,0.6335899355000001,0.6335080388000001,0.6335586074,0
2024-12-18 00:52:00+00:00,0.6334574702,0.633713603,0.633356333,0.6335080388000001,0
2024-12-18 00:53:00+00:00,0.6334069016,0.6334887982999999,0.6334069016,0.6334574702,0
2024-12-18 00:54:00+00:00,0.633356333,0.6334382297000001,0.633356333,0.6334069016,0
2024-12-18 00:55:00+00:00,0.6334133028,0.633432567,0.6333964764,0.633432567,0
2024-12-18 00:56:00+00:00,0.6333940386,0.6334133028,0.6333772122,0.6334133028,0
