timestamp,block,token0_reserve,token1_reserve,k_last,total_supply,price
2025-04-11 00:00:12+00:00,10394432,68386944843,50758685340389795495059,0,55908637971313205,1.3472954310064256
2025-04-11 00:00:12+00:00,10394432,68386954843,50758692762666877315214,0,55908637971313205,1.3472954310064256
2025-04-11 00:00:14+00:00,10394434,68386954844,50758692761926876290168,0,55908637971313205,1.3472954310457685
2025-04-11 00:00:20+00:00,10394440,68386954845,50758692761186875265143,0,55908637971313205,1.3472954310851115
2025-04-11 00:00:26+00:00,10394446,68386954910,50758692810024904765191,0,55908638024452893,1.3472954310693654
2025-04-11 00:00:27+00:00,10394447,68386954911,50758692809284903740179,0,55908638024452893,1.3472954311087084
2025-04-11 00:00:36+00:00,10394456,68386964911,50758685409275732560093,0,55908638024452893,1.3472958245388846
2025-04-11 00:00:36+00:00,10394456,68386964912,50758685409275732560092,0,55908638024452893,1.3472958245585858
2025-04-11 00:00:38+00:00,10394458,68386974912,50758692831550646294273,0,55908646199788367,1.3472958245585858
2025-04-11 00:00:47+00:00,10394467,68386984912,50758700253825560028454,0,55908654375123841,1.3472958245585858
2025-04-11 00:00:52+00:00,10394472,68386994912,50758707676100473762635,0,55908662550459315,1.3472958245585858
2025-04-11 00:00:58+00:00,10394478,68386974912,50758692831549933764670,0,55908646199787581,1.3472958245586046
2025-04-11 00:01:12+00:00,10394492,68386974913,50758692830809932955782,0,55908646199787581,1.3472958245979476
2025-04-11 00:01:13+00:00,10394493,68386984913,50758700253084846473118,0,55908654375123055,1.3472958245979476
2025-04-11 00:01:33+00:00,10394513,68386971481,50758710253084846473118,0,55908654375123055,1.347295294541961
2025-04-11 00:01:35+00:00,10394515,68386981481,50758717675362680078774,0,55908662550460135,1.347295294541961
2025-04-11 00:01:37+00:00,10394517,68386981480,50758717676362680078774,0,55908662550460135,1.3472952944957168
2025-04-11 00:01:42+00:00,10394522,68386981479,50758717677362680078774,0,55908662550460135,1.3472952944494725
2025-04-11 00:01:42+00:00,10394522,68386968047,50758727677362680078774,0,55908662550460135,1.3472947643937723
2025-04-11 00:01:47+00:00,10394527,68386968060,50758727687362680078774,0,55908662561088075,1.3472947643844546
2025-04-11 00:01:52+00:00,10394532,68386968059,50758727686576513802336,0,55908662560222145,1.347294764385621
2025-04-11 00:02:07+00:00,10394547,68386954627,50758737686576513802336,0,55908662560222145,1.3472942343301297
2025-04-11 00:02:08+00:00,10394548,68386934628,50758722842016455267207,0,55908646209549591,1.3472942343496372
2025-04-11 00:02:14+00:00,10394554,68386944628,50758730264300129499047,0,55908654384889882,1.3472942343496372
2025-04-11 00:02:16+00:00,10394556,68386931196,50758740264300129499047,0,55908654384889882,1.3472937042942772
2025-04-11 00:02:25+00:00,10394565,68386927764,50758742864278562461001,0,55908654384889882,1.3472935676688569
2025-04-11 00:02:25+00:00,10394565,68386917764,50758750264300129499047,0,55908654384889882,1.347293174239126
2025-04-11 00:02:41+00:00,10394581,68386927765,50758742863538560412517,0,55908654384889882,1.3472935677081999
2025-04-11 00:02:42+00:00,10394582,68386924333,50758760285828827286716,0,55908662560233795,1.347293037653103
2025-04-11 00:02:42+00:00,10394582,68386914333,50758752863538560412517,0,55908662560233795,1.347293037653103
2025-04-11 00:03:00+00:00,10394600,68386934333,50758767708119094160915,0,55908670735577708,1.347293037653103
2025-04-11 00:03:20+00:00,10394620,68386944333,50758775130409361035114,0,55908678910921621,1.347293037653103
2025-04-11 00:03:25+00:00,10394625,68386944334,50758775129669358695518,0,55908678910921621,1.347293037692446
2025-04-11 00:03:32+00:00,10394632,68386914335,50758752862813882823458,0,55908654384906760,1.34729303771174
2025-04-11 00:03:40+00:00,10394640,68386914336,50758752862073880483894,0,55908654384906760,1.347293037751083
2025-04-11 00:03:45+00:00,10394645,68386914337,50758752861333878144352,0,55908654384906760,1.347293037790426
2025-04-11 00:03:46+00:00,10394646,68386924337,50758760283624144262032,0,55908662560250672,1.347293037790426
2025-04-11 00:03:50+00:00,10394650,68386924402,50758760332462173762080,0,55908662613390407,1.3472930377746821
2025-04-11 00:03:55+00:00,10394655,68386924335,50758760282086142015525,0,55908662557903304,1.3472930377918473
2025-04-11 00:04:00+00:00,10394660,68386924336,50758760282086142015524,0,55908662557903304,1.3472930378115482
2025-04-11 00:04:00+00:00,10394660,68386934336,50758752882063825647430,0,55908662557903304,1.3472934312412015
