Price,Close,High,Low,Open,Volume
Ticker,AUDUSD=X,AUDUSD=X,AUDUSD=X,AUDUSD=X,AUDUSD=X
Datetime,,,,,
2024-12-18 00:00:00+00:00,0.0912978528,0.091302578,0.0912948555,0.091302104,0
2024-12-18 00:01:00+00:00,0.0912936016,0.0912983268,0.0912906043,0.0912978528,0
2024-12-18 00:02:00+00:00,0.0912893504,0.091303684,0.091270857,0.0912936016,0
2024-12-18 00:03:00+00:00,0.0912850992,0.0912898244,0.0912821019,0.0912893504,0
2024-12-18 00:04:00+00:00,0.091280848,0.0912855732,0.0912778507,0.0912850992,0
2024-12-18 00:05:00+00:00,0.0912841814,0.0912869351,0.0912803494,0.091280848,0
2024-12-18 00:06:00+00:00,0.0912875148,0.0912902685,0.0912836828,0.0912841814,0
2024-12-18 00:07:00+00:00,0.0912908482,0.091306694,0.091279186,0.0912875148,0
2024-12-18 00:08:00+00:00,0.0912941816,0.09129693529999999,0.0912903496,0.0912908482,0
2024-12-18 00:09:00+00:00,0.091297515,0.09130026869999999,0.091293683,0.0912941816,0
2024-12-18 00:10:00+00:00,0.0913008346,0.0913022584,0.091296876,0.091298349,0
2024-12-18 00:11:00+00:00,0.0913033202,0.091304744,0.0912993616,0.0913008346,0
2024-12-18 00:12:00+00:00,0.0913058058,0.091315523,0.091293439,0.0913033202,0
2024-12-18 00:13:00+00:00,0.09130829139999999,0.09130971519999999,0.0913043328,0.0913058058,0
2024-12-18 00:14:00+00:00,0.091310777,0.09131220079999999,0.09130681839999999,0.09130829139999999,0
2024-12-18 00:15:00+00:00,0.09131062200000001,0.0913176835,0.09130971900000001,0.091311604,0
2024-12-18 00:16:00+00:00,0.09130964,0.0913167015,0.091308737,0.09131062200000001,0
2024-12-18 00:17:00+00:00,0.091308658,0.091331869,0.091303684,0.09130964,0
2024-12-18 00:18:00+00:00,0.09130767599999999,0.09131473749999999,0.091306773,0.091308658,0
2024-12-18 00:19:00+00:00,0.091306694,0.09131375549999998,0.091305791,0.09130767599999999,0
2024-12-18 00:20:00+00:00,0.0913128268,0.0913197402,0.0913105738,0.09131436,0
2024-12-18 00:21:00+00:00,0.0913112936,0.091318207,0.0913090406,0.0913128268,0
2024-12-18 00:22:00+00:00,0.0913097604,0.091332294,0.091299184,0.0913112936,0
2024-12-18 00:23:00+00:00,0.0913082272,0.0913151406,0.0913059742,0.0913097604,0
2024-12-18 00:24:00+00:00,0.091306694,0.0913136074,0.091304441,0.0913082272,0
2024-12-18 00:25:00+00:00,0.09131601319999999,0.09131964079999999,0.0913099588,0.091311358,0
2024-12-18 00:26:00+00:00,0.0913206684,0.091324296,0.09131461399999999,0.09131601319999999,0
2024-12-18 00:27:00+00:00,0.0913253236,0.091346726,0.091306694,0.0913206684,0
2024-12-18 00:28:00+00:00,0.0913299788,0.0913336064,0.09132392439999999,0.0913253236,0
2024-12-18 00:29:00+00:00,0.091334634,0.0913382616,0.0913285796,0.0913299788,0
2024-12-18 00:30:00+00:00,0.09132936,0.0913365507,0.0913263807,0.091330044,0
2024-12-18 00:31:00+00:00,0.091328676,0.0913358667,0.0913256967,0.09132936,0
2024-12-18 00:32:00+00:00,0.091327992,0.091351733,0.091316693,0.091328676,0
2024-12-18 00:33:00+00:00,0.091327308,0.0913344987,0.0913243287,0.091327992,0
2024-12-18 00:34:00+00:00,0.091326624,0.0913338147,0.0913236447,0.091327308,0
2024-12-18 00:35:00+00:00,0.0913317052,0.0913321837,0.09132530829999999,0.091325782,0
2024-12-18 00:36:00+00:00,0.0913376284,0.0913381069,0.0913312315,0.0913317052,0
2024-12-18 00:37:00+00:00,0.0913435516,0.091356993,0.091324203,0.0913376284,0
2024-12-18 00:38:00+00:00,0.0913494748,0.0913499533,0.09134307790000001,0.0913435516,0
2024-12-18 00:39:00+00:00,0.091355398,0.0913558765,0.0913490011,0.0913494748,0
2024-12-18 00:40:00+00:00,0.0913546708,0.091357,0.0913506395,0.091354571,0
2024-12-18 00:41:00+00:00,0.0913547706,0.0913570998,0.0913507393,0.0913546708,0
2024-12-18 00:42:00+00:00,0.0913548704,0.091362834,0.091341466,0.0913547706,0
2024-12-18 00:43:00+00:00,0.0913549702,0.0913572994,0.0913509389,0.0913548704,0
2024-12-18 00:44:00+00:00,0.09135507,0.0913573992,0.0913510387,0.0913549702,0
2024-12-18 00:45:00+00:00,0.0913558054,0.0913610729,0.0913516033,0.091358744,0
2024-12-18 00:46:00+00:00,0.0913528668,0.0913581343,0.0913486647,0.0913558054,0
2024-12-18 00:47:00+00:00,0.0913499282,0.091366507,0.091330044,0.0913528668,0
2024-12-18 00:48:00+00:00,0.0913469896,0.0913522571,0.0913427875,0.0913499282,0
2024-12-18 00:49:00+00:00,0.091344051,0.0913493185,0.09133984889999999,0.0913469896,0
2024-12-18 00:50:00+00:00,0.0913416724,0.0913494985,0.091338445,0.091345645,0
2024-12-18 00:51:00+00:00,0.0913376998,0.0913455259,0.0913344724,0.0913416724,0
2024-12-18 00:52:00+00:00,0.09133372719999999,0.09135849,0.091315024,0.0913376998,0
2024-12-18 00:53:00+00:00,0.0913297546,0.09133758069999999,0.0913265272,0.09133372719999999,0
2024-12-18 00:54:00+00:00,0.091325782,0.09133360809999999,0.0913225546,0.0913297546,0
2024-12-18 00:55:00+00:00,0.0913323748,0.09133294930000001,0.09132172720000001,0.091329955,0
2024-12-18 00:56:00+00:00,0.0913347946,0.09133536910000001,0.091324147,0.0913323748,0
2024-12-18 00:57:00+00:00,0.0913372144,0.091343969,0.091302529,0.0913347946,0
