timestamp,block,token0_reserve,token1_reserve,k_last,total_supply,price
2025-04-25 00:00:03+00:00,11604007,69543539604,51763622546617971871130,0,56568856865029566,1.3434828588623131
2025-04-25 00:00:09+00:00,11604013,69543539669,51763622595456001371178,0,56568856917902567,1.3434828588504697
2025-04-25 00:00:14+00:00,11604018,69543539601,51763622544682243245297,0,56568856862415464,1.3434828588545975
2025-04-25 00:00:20+00:00,11604024,69543539602,51763622544682243245296,0,56568856862415464,1.3434828588739163
2025-04-25 00:00:28+00:00,11604032,69543549602,51763615123673106572321,0,56568856862415464,1.3434832446661087
2025-04-25 00:00:46+00:00,11604050,69543549603,51763615124417440380703,0,56568856863228894,1.3434832446661087
2025-04-25 00:01:01+00:00,11604065,69543549703,51763615050207359791388,0,56568856863228894,1.343483248524031
2025-04-25 00:01:05+00:00,11604069,69543559703,51763607629200375431706,0,56568856863228894,1.3434836343162793
2025-04-25 00:01:14+00:00,11604078,69543559702,51763607630200375431706,0,56568856863228894,1.3434836342710064
2025-04-25 00:01:19+00:00,11604083,69543559701,51763607631200375431706,0,56568856863228894,1.3434836342257337
2025-04-25 00:01:24+00:00,11604088,69543559714,51763607641200375431706,0,56568856873803491,1.3434836342173333
2025-04-25 00:01:29+00:00,11604093,69543559701,51763607631110728859614,0,56568856862777216,1.3434836342280603
2025-04-25 00:01:32+00:00,11604096,69543559702,51763607631855062452166,0,56568856863590646,1.3434836342280603
2025-04-25 00:01:36+00:00,11604100,69543569702,51763600210850208607525,0,56568856863590646,1.343484020020364
2025-04-25 00:01:47+00:00,11604111,69543569802,51763600136640170846484,0,56568856863590646,1.3434840238782872
2025-04-25 00:02:18+00:00,11604142,69543569803,51763600137384504223157,0,56568856864404076,1.3434840238782872
2025-04-25 00:02:18+00:00,11604142,69543435858,51763700137384504223157,0,56568856864404076,1.3434788408368572
2025-04-25 00:02:23+00:00,11604147,69543301914,51763800137384504223157,0,56568856864404076,1.3434736578347715
2025-04-25 00:02:28+00:00,11604152,69543439723,51763697868686678195384,0,56568856864404076,1.343478974385035
2025-04-25 00:02:33+00:00,11604157,69543577532,51763595600393559755035,0,56568856864404076,1.3434842909458025
2025-04-25 00:02:35+00:00,11604159,69543577632,51763595526183536959102,0,56568856864404076,1.343484294803726
2025-04-25 00:02:38+00:00,11604162,69543577633,51763595526927870185673,0,56568856865217506,1.343484294803726
2025-04-25 00:02:43+00:00,11604167,69543577632,51763595526012815535546,0,56568856864217506,1.3434842948081571
2025-04-25 00:02:48+00:00,11604172,69543577631,51763595525097760885419,0,56568856863217506,1.343484294812588
2025-04-25 00:02:48+00:00,11604172,69543587631,51763588104096555911581,0,56568856863217506,1.3434846806049818
2025-04-25 00:03:05+00:00,11604189,69543587632,51763588104840888924406,0,56568856864030936,1.3434846806049818
2025-04-25 00:03:20+00:00,11604204,69543587732,51763588030630887652065,0,56568856864030936,1.343484684462906
2025-04-25 00:03:30+00:00,11604214,69543587733,51763588029888787640420,0,56568856864030936,1.3434846845014854
2025-04-25 00:03:35+00:00,11604219,69543587734,51763588029146687628796,0,56568856864030936,1.3434846845400645
2025-04-25 00:03:39+00:00,11604223,69543587799,51763588077984717128844,0,56568856916903901,1.3434846845282196
2025-04-25 00:03:45+00:00,11604229,69543587731,51763588027210992859468,0,56568856861416798,1.3434846845323483
2025-04-25 00:03:51+00:00,11604235,69543587732,51763588027955325870117,0,56568856862230228,1.3434846845323483
2025-04-25 00:04:06+00:00,11604250,69543587832,51763587953745324814712,0,56568856862230228,1.3434846883902725
2025-04-25 00:04:32+00:00,11604276,69543597832,51763580532746293844260,0,56568856862230228,1.343485074182723
2025-04-25 00:04:37+00:00,11604281,69543597833,51763580533490626639031,0,56568856863043658,1.343485074182723
2025-04-25 00:04:45+00:00,11604289,69543597832,51763580534490626639031,0,56568856863043658,1.34348507413745
2025-04-25 00:04:50+00:00,11604294,69543597831,51763580535490626639031,0,56568856863043658,1.343485074092177
2025-04-25 00:04:52+00:00,11604296,69543597931,51763580461280647101718,0,56568856863043658,1.343485077950102
2025-04-25 00:04:55+00:00,11604299,69543597944,51763580471280647101718,0,56568856873618249,1.3434850779417011
2025-04-25 00:05:00+00:00,11604304,69543597931,51763580461191005825493,0,56568856862591974,1.3434850779524283
